Question,Choice,Reviewed,Clean,Answers,Company,Date Created,ID,Position Title,NA Type
Tell me about yourself? Have you ever had any conflict with your manager or stakeholders of the project? How many projects do you work on at a time? What is your technical background.,,,,,Children's Hospital of Philadelphia,43675,InterviewQuestionResult_4318,Healthcare Data Analyst,
How would you get to know and provide feedback on a product you are unfamiliar with?,,,,,O'Reilly Media,43675,InterviewQuestionResult_588,Product Analyst,
what is the difference between bytes and string in python ?,1,,,,Revolut,43675,InterviewQuestionResult_1090,Python/Data Engineer,
sorting array question/find the 5th largest element in an array/conditional probability,1,1,,,Microsoft,43674,InterviewQuestionResult_2512,Data Scientist,
" My friends said I could file a lawsuit against them yet I don't have time for legal engagement. If a U.S. citizen or permanent resident is qualified for the job then he or she should be hired, whether they want to apply for green card for their existing employee or not. That's what Equal Opportunity Employer means. I guess Dell does not comply with the federal labor regulation. Then one of my former coworker who is a U.S. citizen told me that he applied for a Process Engineer position at Dell and the manager told him that, within a week they received 2,000 applications and most of them are from India. He then told me because most engineering jobs at Dell are occupied by Indian people who refer their Indian friends for engineering jobs at Dell every day. He also said, if you are not Indian, it is most likely you will not get an engineering job interview, not to mention a job offer. Apparently he is right because I am not Indian and my job interview with Dell was not real. I was used for them to test the market and benefit their green card process. There is no diversity at Dell engineering department. 99% of their engineers are Indian even though they website advocates diversity in their corporate culture. It was just a joke. Also if you get rejected by Dell for one position then you will get rejected for any other position you apply afterwards, even though their rejection email says they encourage you to check out Dell career website frequently as new positions come up blah blah.... Trust me, I tried that. ",,,,,Dell Technologies,43674,InterviewQuestionResult_2513,Principal Research/Data Scientist,
" Standard ML Design Questions like PCA, Preprocessing of data, ML Models etc.",,,,,Bluecore,43674,InterviewQuestionResult_2514,Data Scientist,
" Variation of the number of islands LC question. You have a House, Well & Tree arranged in a large grid with empty spaces in between to show where you can go. How will you go from house to nearest well without hitting a tree? Assume you can only go up.down/left/right and not diagonally and cannot hit a tree else you backtrack. ",1,,,,Facebook,43673,InterviewQuestionResult_217,Machine Learning Engineer,
They asked how did I prioritize multiple requests,,,,,Bank of America,43673,InterviewQuestionResult_587,Product Control Analyst,
" explain how TFIDF, word embedding work, and their difference",,,,,FiscalNote,43672,InterviewQuestionResult_2510,Junior Data Scientist,
Why do you want to work for PwC?,,,,,PwC,43672,InterviewQuestionResult_2511,Data Scientist,
Do you have experience with financial processes?,,,,,Credible,43672,InterviewQuestionResult_4314,BI Data Analyst,
Remove duplicate alphabets in a string,1,,,,Ugam,43672,InterviewQuestionResult_4315,Associate Data Analyst,
Tell us about a project you've worked on in the past.,,,,,Safe Auto,43672,InterviewQuestionResult_585,Product Analyst,
List 5 adjectives you'd use to describe yourself. Now list 2 your wife would use to describe you.,,,,,Safe Auto,43672,InterviewQuestionResult_586,Product Analyst,
3 Hadoop Questions. One SQL question. One python question.,,,,,The Coca-Cola Company,43672,InterviewQuestionResult_1089,Data Engineer,
I want to drop an egg from any floor in a 18 floors tall building. What is the highest floor that is safe to drop the egg which I don't want to break ?,1,1,,,Ericsson-Worldwide,43671,InterviewQuestionResult_2506,Senior Data Scientist,
" There is a 5.10 ft tall guy who doesn't know swimming but wants to swim in a lake of average depth 5.6 ft. As a senior DS, how can you find the probability of his survival and save him ?",1,1,,,Ericsson-Worldwide,43671,InterviewQuestionResult_2507,Senior Data Scientist,
" There is a very good Indian cook, but he is unable to deliver the food in time at his restaurant. As a senior data scientist how will you help him ?",1,1,,,Ericsson-Worldwide,43671,InterviewQuestionResult_2508,Senior Data Scientist,
When were you most awe-inspired by the beauty of mathematics?,,,,,EOG,43671,InterviewQuestionResult_2509,Data Scientist II,
" ERD, Snowflake, ETL",,,,,Accenture,43671,InterviewQuestionResult_1086,Data Engineer,
" All applicants are required to complete this project that will take at least a week to do, but don't be surprised if you don't hear from them after you work on your project.",,,,,phData,43671,InterviewQuestionResult_1087,Data Engineer,
They asked about my background and what type of work I had done in the past. That is about it.,,,,,phData,43671,InterviewQuestionResult_1088,Data Engineer,
" ""Since you are here at the interview process, can you guarantee that you will handle the role""",,,,,Entefy,43670,InterviewQuestionResult_2503,Data Scientist,
" Given a printed out code find bugs, fix them and rename functions to convey meaning. ",,,,,Atomwise,43670,InterviewQuestionResult_2504,Data Scientist,
Why do you want to be a data scientist.,,,,,Insight Data Science,43670,InterviewQuestionResult_2505,Data Scientist,
explain knn algorithm,,,,,Vestas Wind Systems,43670,InterviewQuestionResult_4309,Senior Data Analyst,
types of algorith,,,,,Vestas Wind Systems,43670,InterviewQuestionResult_4310,Senior Data Analyst,
what is linear equation how the linear equation is formed,,,,,Vestas Wind Systems,43670,InterviewQuestionResult_4311,Senior Data Analyst,
What is your preferred data analysis language,,,,,Keolis,43670,InterviewQuestionResult_4312,Data Analyst,
Which excel formula do you most frequently use and why,,,,,NBCUniversal,43670,InterviewQuestionResult_4313,Data Analyst,
how many words you type per minute,,,,,Yardi Systems,43669,InterviewQuestionResult_4306,Data Analyst,
Why do you want to leave your current role?,,,,,The Black Tux,43669,InterviewQuestionResult_4307,Senior Data Analyst,
" In term of your career, where do you see yourself in a few years?",,,,,Groundspeed,43669,InterviewQuestionResult_4308,Data Analyst,
We find that the app isn't performing as well as expected in a new geography. How will you find out why?,1,1,,,Calm,43668,InterviewQuestionResult_2497,Data Scientist,
" Basic ML problem like different between bagging and boosting? SVM kernel? LR optimization? FM? Building classification model, how to consider interactive term",,,,,Bosch,43668,InterviewQuestionResult_2498,Data Scientist,
How would you determine the value of all the different marketing channels Mode has?,1,1,,,Mode Analytics,43668,InterviewQuestionResult_2499,Data Scientist,
Q: Can you explain the how the random forest algorithm works?,,,,,Riot Games,43668,InterviewQuestionResult_2500,Entry Level Data Scientist,
Simple SQL join; explain linear regression; describe some unsupervised learning algorithms,,,,,Vettery,43668,InterviewQuestionResult_2501,Data Scientist,
some data science cases,,,,,Uber,43668,InterviewQuestionResult_2502,Data Scientist,
walk me through your experience,,,,,PepsiCo,43668,InterviewQuestionResult_4302,Data Analyst,
What one of our core values describes you?,,,,,Aceable,43668,InterviewQuestionResult_4303,Data Analyst,
Case study discussing a bank merger,,,,,EY,43668,InterviewQuestionResult_4304,Data Analyst,
" What statistical programs do you use, and how much experience do you have in coding and programming?",,,,,Columbia University,43668,InterviewQuestionResult_4305,Data Analyst,
Provide an example of an issue you had to solve and the process you went through to solve it.,,,,,GroupM,43668,InterviewQuestionResult_1084,Data Cloud Engineer,
SQL queries where you have to iterate every line to the dumbest interviewer haha,,,,,GoDaddy,43668,InterviewQuestionResult_1085,Data Engineer,
Why do you want to work here? Do you know what Tealium does?,,,,,Tealium,43667,InterviewQuestionResult_2496,Data Scientist,
What is one of your biggest weaknesses? (and vice versa),,,,,Pactera,43667,InterviewQuestionResult_4300,Data Analyst,
What relevant experience do you have?,,,,,Pactera,43667,InterviewQuestionResult_4301,Data Analyst,
discussion arround the case study,,,,,Thoucentric,43666,InterviewQuestionResult_4299,Business Data Analyst,
" The structure of the Interview was schedule like 1) HR Screening 2) Technical Screening ( Python code to show randomness - Flipping a coin, dice, random ball selection, etc. Solved using Bayesian statistics) 3) Behavioral and technical round, this was 5 hours with different persons. Includes again a coding challenge. Given a text, how to convert to int and do calculations or anagram type of questions( I did successfully completed but the interviewer was having an eagle eye on my keyboard which made me not comfortable). Followed by analytical questions based on resume and experience. The third round was mostly related to entity relationship followed by the fourth round looking for leadership skills and lastly a demo of what Komodo product looks like. My advice to Management: First get to know what you need, which skills you need for the data scientist, as a startup company do not expect candidates to be experts at all the available software in the market. The only talent for data scientist you need to look is logics and creativity which could be applied to various tools and techniques.",1,1,,,Komodo Health,43665,InterviewQuestionResult_2492,Data Scientist,
Technical questions on Natural Language Processing.,,,,,eviCore healthcare,43665,InterviewQuestionResult_2493,ML Data Scientist,
Tell me about yourself? What are your strengths and weaknesses?,,,,,Enigma,43665,InterviewQuestionResult_2494,Data Scientist,
explain kmeans clustering,,,,,TheMathCompany,43665,InterviewQuestionResult_2495,Associate Data Scientist,
How do you define success?,,,,,Chatham Financial,43665,InterviewQuestionResult_4297,Loan Data Analyst,
How would your coworkers describe you?,,,,,Chatham Financial,43665,InterviewQuestionResult_4298,Loan Data Analyst,
Basic Interview questions about past experiences.,,,,,Clevertech,43665,InterviewQuestionResult_1083,Data Engineer,
" SQL, Pandas",,,,,Roam,43664,InterviewQuestionResult_2491,Data Scientist,
Roles and responsibilities in current project,,,,,ST3 Tailor,43664,InterviewQuestionResult_4292,Data Analyst,
Normalization and De-Normalization - effects and advantages,,,,,Navigating Cancer,43664,InterviewQuestionResult_4293,Data Analyst - Engineering,
SQL window functions,,,,,Navigating Cancer,43664,InterviewQuestionResult_4294,Data Analyst - Engineering,
Python Pandas related Dataframe questions,,,,,Navigating Cancer,43664,InterviewQuestionResult_4295,Data Analyst - Engineering,
" What is better, to have work done on time, or work done perfectly?",,,,,IHME,43664,InterviewQuestionResult_4296,Data Analyst,
Normalization and De-Normalization - effects and advantages,,,,,Navigating Cancer,43664,InterviewQuestionResult_1079,Data Analyst - Engineering,
SQL window functions,,,,,Navigating Cancer,43664,InterviewQuestionResult_1080,Data Analyst - Engineering,
Python Pandas related Dataframe questions,,,,,Navigating Cancer,43664,InterviewQuestionResult_1081,Data Analyst - Engineering,
Maily asked about my goals and where I want to see myself,,,,,ActiveCampaign,43664,InterviewQuestionResult_1082,Senior Data Engineer,
